distance,resettotal,impactprimnum,impulse,avgposition,betweentime,v,avgimpulse,N,P,parentprimnum,parentobject,impactobject,impacttime
2.376553773880005,7,-1,0.745640218257904,"(-1.3488423824310303, 2.4598896503448486, 2.0067787170410156)",0.0416666679084301,"(0.0, 5.101418972015381, 0.0)",0.34991195797920227,"(0.0, 1.0, 0.0)","(-1.8560678958892822, 0.0, 0.5708924531936646)",487,2,0,1.25
2.376553773880005,7,-1,0.4685199558734894,"(-1.3488423824310303, 2.4598896503448486, 2.0067787170410156)",0.0416666679084301,"(0.0, 3.6604294776916504, -1.8352957963943481)",0.34991195797920227,"(0.0, 1.0, 0.0)","(-3.0380001068115234, 0.0, 2.3223822116851807)",97,2,0,1.25
0.4092142581939697,8,-1,0.26333245635032654,"(-1.7182034254074097, 2.510981798171997, 1.8382014036178589)",0.0416666679084301,"(0.0, 5.323555946350098, 0.0)",0.5947941541671753,"(0.0, 1.0, 0.0)","(-2.196230411529541, 0.0, 0.1317794919013977)",42,2,0,1.2916666269302368
0.4092142581939697,8,-1,0.4577621519565582,"(-1.7182034254074097, 2.510981798171997, 1.8382014036178589)",0.0416666679084301,"(0.0, 5.8230390548706055, 0.0)",0.5947941541671753,"(0.0, 1.0, 0.0)","(3.0380001068115234, 0.0, 4.373212814331055)",50,2,0,1.2916666269302368
0.4092142581939697,8,-1,0.2123856097459793,"(-1.7182034254074097, 2.510981798171997, 1.8382014036178589)",0.0416666679084301,"(0.0, 4.868347644805908, 0.0)",0.5947941541671753,"(0.0, 1.0, 0.0)","(-1.7246730327606201, 0.0, 7.108170986175537)",250,2,0,1.2916666269302368
0.4092142581939697,8,-1,2.2030420303344727,"(-1.7182034254074097, 2.510981798171997, 1.8382014036178589)",0.0416666679084301,"(0.0, 5.420164585113525, 0.0)",0.5947941541671753,"(0.0, 1.0, 0.0)","(1.0136884450912476, 0.0, 3.552849292755127)",314,2,0,1.2916666269302368
0.4092142581939697,8,-1,1.8430488109588623,"(-1.7182034254074097, 2.510981798171997, 1.8382014036178589)",0.0416666679084301,"(0.0, 5.473261833190918, 0.0)",0.5947941541671753,"(0.0, 1.0, 0.0)","(-2.731746196746826, 0.0, 4.054298400878906)",347,2,0,1.2916666269302368
0.4092142581939697,8,-1,0.013936856761574745,"(-1.7182034254074097, 2.510981798171997, 1.8382014036178589)",0.0416666679084301,"(-1.3253266843094025e-05, 0.7340250015258789, -0.3094712793827057)",0.5947941541671753,"(0.0, 1.0, 0.0)","(-3.038001775741577, 0.0, 0.9041275978088379)",331,2,0,1.2916666269302368
0.4092142581939697,8,-1,0.4886733591556549,"(-1.7182034254074097, 2.510981798171997, 1.8382014036178589)",0.0416666679084301,"(0.0, 5.043886661529541, 0.0)",0.5947941541671753,"(0.0, 1.0, 0.0)","(3.0380001068115234, 0.0, 2.0245532989501953)",234,2,0,1.2916666269302368
0.4092142581939697,8,-1,2.128814458847046,"(-1.7182034254074097, 2.510981798171997, 1.8382014036178589)",0.0416666679084301,"(0.0, 5.043886661529541, 0.0)",0.5947941541671753,"(0.0, 1.0, 0.0)","(-1.3418856859207153, 0.0, 0.9735731482505798)",244,2,0,1.2916666269302368
0.4092142581939697,8,-1,0.013936856761574745,"(-1.7182034254074097, 2.510981798171997, 1.8382014036178589)",0.0416666679084301,"(-1.3253266843094025e-05, 0.7340250015258789, -0.3094712793827057)",0.5947941541671753,"(0.0, 1.0, 0.0)","(-3.0380020141601562, 0.0, 0.9028381705284119)",331,2,0,1.2916666269302368
0.4092142581939697,8,-1,0.44968727231025696,"(-1.7182034254074097, 2.510981798171997, 1.8382014036178589)",0.0416666679084301,"(0.0, 6.0271124839782715, 0.0)",0.5947941541671753,"(0.0, 1.0, 0.0)","(-3.0380001068115234, 0.0, 0.19383180141448975)",394,2,0,1.2916666269302368
0.4092142581939697,8,-1,0.6769901514053345,"(-1.7182034254074097, 2.510981798171997, 1.8382014036178589)",0.0416666679084301,"(0.0, 5.219425678253174, 0.0)",0.5947941541671753,"(0.0, 1.0, 0.0)","(-3.0380001068115234, 0.0, 5.266875267028809)",280,2,0,1.2916666269302368
0.4092142581939697,8,-1,2.0760648250579834,"(-1.7182034254074097, 2.510981798171997, 1.8382014036178589)",0.0416666679084301,"(0.0, 5.219425678253174, 0.0)",0.5947941541671753,"(0.0, 1.0, 0.0)","(3.0380001068115234, 0.0, 1.102372646331787)",152,2,0,1.2916666269302368
0.4092142581939697,8,-1,2.553898811340332,"(-1.7182034254074097, 2.510981798171997, 1.8382014036178589)",0.0416666679084301,"(0.0, 5.219425678253174, 0.0)",0.5947941541671753,"(0.0, 1.0, 0.0)","(-0.4182691276073456, 0.0, 3.6131234169006348)",130,2,0,1.2916666269302368
0.4092142581939697,8,-1,0.15738052129745483,"(-1.7182034254074097, 2.510981798171997, 1.8382014036178589)",0.0416666679084301,"(0.0, 5.739858627319336, 0.0)",0.5947941541671753,"(0.0, 1.0, 0.0)","(-3.0380001068115234, 0.0, -0.20825104415416718)",282,2,0,1.2916666269302368
0.4092142581939697,8,-1,1.5467945337295532,"(-1.7182034254074097, 2.510981798171997, 1.8382014036178589)",0.0416666679084301,"(0.0, 5.2779388427734375, 0.0)",0.5947941541671753,"(0.0, 1.0, 0.0)","(2.700190544128418, 0.0, 4.84804630279541)",155,2,0,1.2916666269302368
0.4092142581939697,8,-1,0.6722158193588257,"(-1.7182034254074097, 2.510981798171997, 1.8382014036178589)",0.0416666679084301,"(0.0, 5.2779388427734375, 0.0)",0.5947941541671753,"(0.0, 1.0, 0.0)","(-2.5048158168792725, 0.0, 6.315062046051025)",56,2,0,1.2916666269302368
1.579244613647461,9,-1,0.8958786725997925,"(-1.4835706949234009, 2.188030481338501, 3.366162061691284)",0.0416666679084301,"(0.0, 4.986354351043701, 0.0)",0.501332700252533,"(0.0, 1.0, 0.0)","(-1.7011828422546387, 0.0, 6.05410099029541)",188,2,0,1.3333333730697632
1.579244613647461,9,-1,0.7708151340484619,"(-1.4835706949234009, 2.188030481338501, 3.366162061691284)",0.0416666679084301,"(0.0, 5.5382537841796875, 0.0)",0.501332700252533,"(0.0, 1.0, 0.0)","(-1.1165732145309448, 0.0, 6.512976169586182)",190,2,0,1.3333333730697632
1.579244613647461,9,-1,0.6470406651496887,"(-1.4835706949234009, 2.188030481338501, 3.366162061691284)",0.0416666679084301,"(0.0, 5.044867038726807, 0.0)",0.501332700252533,"(0.0, 1.0, 0.0)","(2.823869466781616, 0.0, 6.666361331939697)",279,2,0,1.3333333730697632
1.579244613647461,9,-1,0.25023353099823,"(-1.4835706949234009, 2.188030481338501, 3.366162061691284)",0.0416666679084301,"(0.0, 5.194137096405029, 0.0)",0.501332700252533,"(0.0, 1.0, 0.0)","(0.1401800662279129, 0.0, 7.603523254394531)",329,2,0,1.3333333730697632
1.579244613647461,9,-1,2.027914524078369,"(-1.4835706949234009, 2.188030481338501, 3.366162061691284)",0.0416666679084301,"(0.0, 6.0103912353515625, 0.0)",0.501332700252533,"(0.0, 1.0, 0.0)","(-2.461862325668335, 0.0, 4.814948081970215)",159,2,0,1.3333333730697632
1.579244613647461,9,-1,2.9525599479675293,"(-1.4835706949234009, 2.188030481338501, 3.366162061691284)",0.0416666679084301,"(0.0, 5.2204060554504395, 0.0)",0.501332700252533,"(0.0, 1.0, 0.0)","(-1.5975964069366455, 0.0, 3.990445137023926)",104,2,0,1.3333333730697632
1.579244613647461,9,-1,0.5325025916099548,"(-1.4835706949234009, 2.188030481338501, 3.366162061691284)",0.0416666679084301,"(0.0, 6.202178955078125, -12.152460098266602)",0.501332700252533,"(0.0, 1.0, 0.0)","(-3.0380001068115234, 0.0, 5.991264820098877)",238,2,0,1.3333333730697632
1.579244613647461,9,-1,1.5378575325012207,"(-1.4835706949234009, 2.188030481338501, 3.366162061691284)",0.0416666679084301,"(0.0, 5.337432384490967, 0.0)",0.501332700252533,"(0.0, 1.0, 0.0)","(2.11832332611084, 0.0, 0.4263174533843994)",463,2,0,1.3333333730697632
1.579244613647461,9,-1,0.6561461687088013,"(-1.4835706949234009, 2.188030481338501, 3.366162061691284)",0.0416666679084301,"(0.0, 3.8928561210632324, 2.72818922996521)",0.501332700252533,"(0.0, 1.0, 0.0)","(-3.0380001068115234, 0.0, 6.131827354431152)",197,2,0,1.3333333730697632
1.579244613647461,9,-1,0.35232165455818176,"(-1.4835706949234009, 2.188030481338501, 3.366162061691284)",0.0416666679084301,"(0.0, 5.3959455490112305, 0.0)",0.501332700252533,"(0.0, 1.0, 0.0)","(-3.0380001068115234, 0.0, 1.657259464263916)",316,2,0,1.3333333730697632
1.579244613647461,9,-1,1.9917817115783691,"(-1.4835706949234009, 2.188030481338501, 3.366162061691284)",0.0416666679084301,"(0.0, 5.585292339324951, 0.0)",0.501332700252533,"(0.0, 1.0, 0.0)","(1.8294707536697388, 0.0, 5.430993556976318)",14,2,0,1.3333333730697632
0.9709311127662659,10,-1,0.5564379096031189,"(-1.4075852632522583, 1.3394296169281006, 2.900533437728882)",0.0416666679084301,"(0.0, 1.5474435091018677, -3.4697885513305664)",0.423811674118042,"(0.0, 1.0, 0.0)","(-3.0380001068115234, 0.0, 1.6429980993270874)",316,2,0,1.375
0.9709311127662659,10,-1,2.26011061668396,"(-1.4075852632522583, 1.3394296169281006, 2.900533437728882)",0.0416666679084301,"(0.0, 5.68625545501709, 0.0)",0.423811674118042,"(0.0, 1.0, 0.0)","(-0.46747007966041565, 0.0, 0.5105106234550476)",213,2,0,1.375
0.9709311127662659,10,-1,2.099081039428711,"(-1.4075852632522583, 1.3394296169281006, 2.900533437728882)",0.0416666679084301,"(0.0, 5.221386909484863, 0.0)",0.423811674118042,"(0.0, 1.0, 0.0)","(-0.9114842414855957, 0.0, 5.567610263824463)",35,2,0,1.375
0.9709311127662659,10,-1,0.23470385372638702,"(-1.4075852632522583, 1.3394296169281006, 2.900533437728882)",0.0416666679084301,"(0.0, 5.828926086425781, 0.0)",0.423811674118042,"(0.0, 1.0, 0.0)","(0.9390649199485779, 0.0, 7.296450614929199)",416,2,0,1.375
0.9709311127662659,10,-1,0.055978287011384964,"(-1.4075852632522583, 1.3394296169281006, 2.900533437728882)",0.0416666679084301,"(-9.099758608499542e-05, 3.353700876235962, 3.507654905319214)",0.423811674118042,"(0.0, 1.0, 0.0)","(-3.038004159927368, 0.0, 0.9349891543388367)",331,2,0,1.375
0.9709311127662659,10,-1,1.8697959184646606,"(-1.4075852632522583, 1.3394296169281006, 2.900533437728882)",0.0416666679084301,"(8.393404641537927e-06, 6.011391639709473, -0.3865516185760498)",0.423811674118042,"(0.0, 1.0, 0.0)","(-3.0380001068115234, 0.0, 0.7476202845573425)",194,2,0,1.375
0.9709311127662659,10,-1,0.270507276058197,"(-1.4075852632522583, 1.3394296169281006, 2.900533437728882)",0.0416666679084301,"(0.0, 3.9843204021453857, 1.0052825212478638)",0.423811674118042,"(0.0, 1.0, 0.0)","(-3.0379998683929443, 0.0, 4.714391231536865)",40,2,0,1.375
0.9709311127662659,10,-1,0.2915807068347931,"(-1.4075852632522583, 1.3394296169281006, 2.900533437728882)",0.0416666679084301,"(0.0, 1.5474435091018677, -3.4697885513305664)",0.423811674118042,"(0.0, 1.0, 0.0)","(-3.0380001068115234, 0.0, 1.5938270092010498)",316,2,0,1.375
0.9709311127662659,10,-1,0.18985046446323395,"(-1.4075852632522583, 1.3394296169281006, 2.900533437728882)",0.0416666679084301,"(0.0, 6.341583251953125, 0.0)",0.423811674118042,"(0.0, 1.0, 0.0)","(3.0380001068115234, 0.0, 6.728344917297363)",227,2,0,1.375
0.9709311127662659,10,-1,0.43452122807502747,"(-1.4075852632522583, 1.3394296169281006, 2.900533437728882)",0.0416666679084301,"(0.0, 5.685459613800049, 0.0)",0.423811674118042,"(0.0, 1.0, 0.0)","(1.820125937461853, 0.0, -0.4012680649757385)",78,2,0,1.375
0.9709311127662659,10,-1,0.2964276969432831,"(-1.4075852632522583, 1.3394296169281006, 2.900533437728882)",0.0416666679084301,"(0.0003803671570494771, -2.5977795124053955, -0.2880326211452484)",0.423811674118042,"(0.0, 1.0, 0.0)","(-3.037993907928467, 0.0, 3.726116180419922)",338,2,0,1.375
0.9709311127662659,10,-1,0.28984335064888,"(-1.4075852632522583, 1.3394296169281006, 2.900533437728882)",0.0416666679084301,"(0.0, 2.2345101833343506, 8.100887298583984)",0.423811674118042,"(0.0, 1.0, 0.0)","(3.0380001068115234, 0.0, 1.7451668977737427)",3,2,0,1.375
0.9709311127662659,10,-1,1.1107442378997803,"(-1.4075852632522583, 1.3394296169281006, 2.900533437728882)",0.0416666679084301,"(-0.34343764185905457, 3.2179181575775146, -1.999842643737793)",0.423811674118042,"(0.0, 1.0, 0.0)","(-0.7452420592308044, 0.0, 7.251643657684326)",354,2,0,1.375
0.9709311127662659,10,-1,1.4101608991622925,"(-1.4075852632522583, 1.3394296169281006, 2.900533437728882)",0.0416666679084301,"(0.0, 5.903022766113281, 0.0)",0.423811674118042,"(0.0, 1.0, 0.0)","(2.048128843307495, 0.0, 7.0298261642456055)",203,2,0,1.375
0.9709311127662659,10,-1,2.9396934509277344,"(-1.4075852632522583, 1.3394296169281006, 2.900533437728882)",0.0416666679084301,"(0.0, 5.572464942932129, 0.0)",0.423811674118042,"(0.0, 1.0, 0.0)","(3.0380001068115234, 0.0, 2.832082986831665)",199,2,0,1.375
0.9709311127662659,10,-1,0.1338428407907486,"(-1.4075852632522583, 1.3394296169281006, 2.900533437728882)",0.0416666679084301,"(0.0, 5.572464942932129, 0.0)",0.423811674118042,"(0.0, 1.0, 0.0)","(-3.0380001068115234, 0.0, 6.7300801277160645)",317,2,0,1.375
0.9709311127662659,10,-1,1.7769297361373901,"(-1.4075852632522583, 1.3394296169281006, 2.900533437728882)",0.0416666679084301,"(0.0, 5.630978107452393, 0.0)",0.423811674118042,"(0.0, 1.0, 0.0)","(3.0380001068115234, 0.0, 0.41517218947410583)",187,2,0,1.375
0.15734745562076569,11,-1,0.654177188873291,"(-1.3651750087738037, 1.309151530265808, 3.049001693725586)",0.0416666679084301,"(0.0, 5.280880451202393, 0.0)",0.5234887599945068,"(0.0, 1.0, 0.0)","(-1.5619784593582153, 0.0, 7.469924449920654)",365,2,0,1.4166666269302368
0.15734745562076569,11,-1,3.255544424057007,"(-1.3651750087738037, 1.309151530265808, 3.049001693725586)",0.0416666679084301,"(0.0, 5.99962043762207, 0.0)",0.5234887599945068,"(0.0, 1.0, 0.0)","(-2.253458023071289, 0.0, 5.521530628204346)",346,2,0,1.4166666269302368
0.15734745562076569,11,-1,0.3767431080341339,"(-1.3651750087738037, 1.309151530265808, 3.049001693725586)",0.0416666679084301,"(0.8997181057929993, 3.3694543838500977, 5.239072322845459)",0.5234887599945068,"(0.0, 1.0, 0.0)","(-0.7040807008743286, 0.0, 7.491325855255127)",23,2,0,1.4166666269302368
0.15734745562076569,11,-1,0.7868580222129822,"(-1.3651750087738037, 1.309151530265808, 3.049001693725586)",0.0416666679084301,"(0.0, 5.339393615722656, 0.0)",0.5234887599945068,"(0.0, 1.0, 0.0)","(3.0380001068115234, 0.0, 3.5526041984558105)",436,2,0,1.4166666269302368
