P,rest,pscale,name
"(-0.42047756910324097, 20.137073516845703, 1.135240077972412)","(-0.42047756910324097, 20.137073516845703, 1.135240077972412)",0.8238963484764099,piece_186
"(3.0380001068115234, 8.774053573608398, 0.41517218947410583)","(3.0380001068115234, 8.774053573608398, 0.41517218947410583)",1.6422514915466309,piece_187
"(-1.7011828422546387, 7.802779197692871, 6.05410099029541)","(-1.7011828422546387, 7.802779197692871, 6.05410099029541)",1.332565188407898,piece_188
"(-3.0380001068115234, 11.106554985046387, -2.014415740966797)","(-3.0380001068115234, 11.106554985046387, -2.014415740966797)",0.7135660648345947,piece_189
"(-1.1165732145309448, 7.879726409912109, 6.512976169586182)","(-1.1165732145309448, 7.879726409912109, 6.512976169586182)",1.2544853687286377,piece_190
"(-1.0689377784729004, 19.127910614013672, -6.355360507965088)","(-1.0689377784729004, 19.127910614013672, -6.355360507965088)",0.6628262400627136,piece_191
"(2.3186182975769043, 17.56072998046875, -4.790460109710693)","(2.3186182975769043, 17.56072998046875, -4.790460109710693)",1.3359291553497314,piece_192
"(2.302612543106079, 26.12744140625, -0.7795140147209167)","(2.302612543106079, 26.12744140625, -0.7795140147209167)",1.9397525787353516,piece_193
"(-3.0380001068115234, 8.4791259765625, 0.7502889037132263)","(-3.0380001068115234, 8.4791259765625, 0.7502889037132263)",1.6707797050476074,piece_194
"(3.0380001068115234, 17.347135543823242, 3.254544734954834)","(3.0380001068115234, 17.347135543823242, 3.254544734954834)",1.7683333158493042,piece_195
"(-3.0380001068115234, 17.685197830200195, -2.671419143676758)","(-3.0380001068115234, 17.685197830200195, -2.671419143676758)",1.6917253732681274,piece_196
"(-3.0380001068115234, 8.169249534606934, 6.099998474121094)","(-3.0380001068115234, 8.169249534606934, 6.099998474121094)",1.3507248163223267,piece_197
"(-3.0380001068115234, 23.89170265197754, -1.2102125883102417)","(-3.0380001068115234, 23.89170265197754, -1.2102125883102417)",1.8203598260879517,piece_198
"(3.0380001068115234, 8.746530532836914, 2.832082986831665)","(3.0380001068115234, 8.746530532836914, 2.832082986831665)",1.9443321228027344,piece_199
"(3.0380001068115234, 21.288658142089844, -3.2756295204162598)","(3.0380001068115234, 21.288658142089844, -3.2756295204162598)",0.9765163064002991,piece_200
"(3.0380001068115234, 24.11703109741211, -6.238646984100342)","(3.0380001068115234, 24.11703109741211, -6.238646984100342)",1.6094518899917603,piece_201
"(3.0380001068115234, 24.40879249572754, -2.489022970199585)","(3.0380001068115234, 24.40879249572754, -2.489022970199585)",0.9849799871444702,piece_202
"(2.048128843307495, 8.694276809692383, 7.0298261642456055)","(2.048128843307495, 8.694276809692383, 7.0298261642456055)",1.5131511688232422,piece_203
"(-3.0380001068115234, 16.981491088867188, 0.1014484167098999)","(-3.0380001068115234, 16.981491088867188, 0.1014484167098999)",1.0417258739471436,piece_204
"(-0.5274256467819214, 10.782536506652832, -0.542097270488739)","(-0.5274256467819214, 10.782536506652832, -0.542097270488739)",1.9615219831466675,piece_205
"(3.0380001068115234, 12.749518394470215, -1.5389857292175293)","(3.0380001068115234, 12.749518394470215, -1.5389857292175293)",1.0340232849121094,piece_206
"(0.0036637696903198957, 18.533987045288086, -5.560938835144043)","(0.0036637696903198957, 18.533987045288086, -5.560938835144043)",1.1005537509918213,piece_207
"(3.0380001068115234, 18.121623992919922, -4.000686168670654)","(3.0380001068115234, 18.121623992919922, -4.000686168670654)",1.449671745300293,piece_208
"(-3.0380001068115234, 16.714641571044922, -0.8628261685371399)","(-3.0380001068115234, 16.714641571044922, -0.8628261685371399)",0.9775621891021729,piece_209
"(3.0380001068115234, 8.800374984741211, 4.4789042472839355)","(3.0380001068115234, 8.800374984741211, 4.4789042472839355)",1.2623531818389893,piece_210
"(1.958597183227539, 13.037976264953613, 5.634297847747803)","(1.958597183227539, 13.037976264953613, 5.634297847747803)",1.5240604877471924,piece_211
"(3.0380001068115234, 16.78223419189453, -3.853238105773926)","(3.0380001068115234, 16.78223419189453, -3.853238105773926)",1.796722173690796,piece_212
"(-0.46747007966041565, 8.391363143920898, 0.5105106234550476)","(-0.46747007966041565, 8.391363143920898, 0.5105106234550476)",1.7775928974151611,piece_213
"(-3.0380001068115234, 15.722345352172852, -4.375416278839111)","(-3.0380001068115234, 15.722345352172852, -4.375416278839111)",0.6272636651992798,piece_214
"(-3.0380001068115234, 8.316280364990234, 4.365257740020752)","(-3.0380001068115234, 8.316280364990234, 4.365257740020752)",1.0500140190124512,piece_215
"(-3.0380001068115234, 17.37933349609375, -0.9795348048210144)","(-3.0380001068115234, 17.37933349609375, -0.9795348048210144)",0.892210841178894,piece_216
"(-1.254649043083191, 24.360502243041992, -0.16261442005634308)","(-1.254649043083191, 24.360502243041992, -0.16261442005634308)",1.6578876972198486,piece_217
"(-3.0380001068115234, 13.120574951171875, 3.1364314556121826)","(-3.0380001068115234, 13.120574951171875, 3.1364314556121826)",0.6185468435287476,piece_218
"(1.609636902809143, 7.016811370849609, 2.8394293785095215)","(1.609636902809143, 7.016811370849609, 2.8394293785095215)",1.7619808912277222,piece_219
"(-3.0380001068115234, 16.508718490600586, 1.611564040184021)","(-3.0380001068115234, 16.508718490600586, 1.611564040184021)",1.941899061203003,piece_220
"(0.6454795002937317, 15.352461814880371, -3.589465379714966)","(0.6454795002937317, 15.352461814880371, -3.589465379714966)",1.3736863136291504,piece_221
"(-3.0380001068115234, 12.922075271606445, 2.8879032135009766)","(-3.0380001068115234, 12.922075271606445, 2.8879032135009766)",1.3905940055847168,piece_222
"(-1.950478196144104, 23.898338317871094, -0.852045476436615)","(-1.950478196144104, 23.898338317871094, -0.852045476436615)",0.8124890327453613,piece_223
"(3.0380001068115234, 23.838863372802734, -4.830292224884033)","(3.0380001068115234, 23.838863372802734, -4.830292224884033)",1.1602942943572998,piece_224
"(-0.5721908807754517, 24.74201774597168, -2.6631946563720703)","(-0.5721908807754517, 24.74201774597168, -2.6631946563720703)",0.8410208821296692,piece_225
"(0.3733767569065094, 6.308276176452637, 2.8121635913848877)","(0.3733767569065094, 6.308276176452637, 2.8121635913848877)",1.4313997030258179,piece_226
"(3.0380001068115234, 8.515450477600098, 6.728344917297363)","(3.0380001068115234, 8.515450477600098, 6.728344917297363)",0.769643247127533,piece_227
"(2.7925000190734863, 13.526092529296875, -2.2953007221221924)","(2.7925000190734863, 13.526092529296875, -2.2953007221221924)",1.6778059005737305,piece_228
"(-2.9389781951904297, 13.956389427185059, -3.1868326663970947)","(-2.9389781951904297, 13.956389427185059, -3.1868326663970947)",1.0740811824798584,piece_229
"(3.0380001068115234, 18.359134674072266, -5.207028388977051)","(3.0380001068115234, 18.359134674072266, -5.207028388977051)",1.1072267293930054,piece_230
"(-0.5861089825630188, 10.33272647857666, 6.340400695800781)","(-0.5861089825630188, 10.33272647857666, 6.340400695800781)",0.876287579536438,piece_231
"(-1.3430579900741577, 5.281930923461914, 3.050900936126709)","(-1.3430579900741577, 5.281930923461914, 3.050900936126709)",0.8829784393310547,piece_232
"(-3.0380001068115234, 16.82748031616211, 1.0048930644989014)","(-3.0380001068115234, 16.82748031616211, 1.0048930644989014)",0.7240173816680908,piece_233
"(3.0380001068115234, 7.495140075683594, 2.0245532989501953)","(3.0380001068115234, 7.495140075683594, 2.0245532989501953)",1.096107006072998,piece_234
"(3.0380001068115234, 11.152603149414062, 3.333601951599121)","(3.0380001068115234, 11.152603149414062, 3.333601951599121)",0.9753352403640747,piece_235
"(-3.0380001068115234, 14.370923042297363, -0.44763821363449097)","(-3.0380001068115234, 14.370923042297363, -0.44763821363449097)",1.3813368082046509,piece_236
"(-3.0380001068115234, 11.61143970489502, 3.7435238361358643)","(-3.0380001068115234, 11.61143970489502, 3.7435238361358643)",1.2030116319656372,piece_237
"(-3.0380001068115234, 8.051250457763672, 5.991264820098877)","(-3.0380001068115234, 8.051250457763672, 5.991264820098877)",0.9183601140975952,piece_238
"(3.0380001068115234, 9.55228328704834, 5.898074150085449)","(3.0380001068115234, 9.55228328704834, 5.898074150085449)",1.37882399559021,piece_239
"(-3.0380001068115234, 19.467201232910156, 0.7965445518493652)","(-3.0380001068115234, 19.467201232910156, 0.7965445518493652)",1.5351753234863281,piece_240
"(3.0380001068115234, 14.732275009155273, 0.8827239274978638)","(3.0380001068115234, 14.732275009155273, 0.8827239274978638)",0.62031090259552,piece_241
"(3.0380001068115234, 11.913397789001465, 3.4316112995147705)","(3.0380001068115234, 11.913397789001465, 3.4316112995147705)",1.7448134422302246,piece_242
"(0.2253628522157669, 9.33501148223877, 6.909958362579346)","(0.2253628522157669, 9.33501148223877, 6.909958362579346)",1.8482307195663452,piece_243
"(-1.3418856859207153, 7.535757064819336, 0.9735731482505798)","(-1.3418856859207153, 7.535757064819336, 0.9735731482505798)",1.7901633977890015,piece_244
"(3.0380001068115234, 12.810527801513672, 2.353929042816162)","(3.0380001068115234, 12.810527801513672, 2.353929042816162)",1.6389011144638062,piece_245
"(3.0380001068115234, 19.67868995666504, -1.5660746097564697)","(3.0380001068115234, 19.67868995666504, -1.5660746097564697)",0.7518230676651001,piece_246
"(3.0380001068115234, 10.310935974121094, -0.38110271096229553)","(3.0380001068115234, 10.310935974121094, -0.38110271096229553)",1.5020365715026855,piece_247
"(3.0380001068115234, 13.960185050964355, 3.226309299468994)","(3.0380001068115234, 13.960185050964355, 3.226309299468994)",1.8779879808425903,piece_248
"(-0.2409968376159668, 10.256036758422852, -1.3820675611495972)","(-0.2409968376159668, 10.256036758422852, -1.3820675611495972)",0.9489470720291138,piece_249
"(-1.7246730327606201, 7.307304382324219, 7.108170986175537)","(-1.7246730327606201, 7.307304382324219, 7.108170986175537)",0.8331016302108765,piece_250
"(-3.0380001068115234, 19.879837036132812, -2.904094696044922)","(-3.0380001068115234, 19.879837036132812, -2.904094696044922)",1.7122882604599,piece_251
"(-3.0380001068115234, 11.45843505859375, 5.182546615600586)","(-3.0380001068115234, 11.45843505859375, 5.182546615600586)",1.0637259483337402,piece_252
"(-3.0380001068115234, 14.480031967163086, -1.645055890083313)","(-3.0380001068115234, 14.480031967163086, -1.645055890083313)",0.6188364028930664,piece_253
"(0.3437683582305908, 10.485296249389648, -0.9292548298835754)","(0.3437683582305908, 10.485296249389648, -0.9292548298835754)",1.468823790550232,piece_254
"(-3.0380001068115234, 19.36597442626953, -1.26510488986969)","(-3.0380001068115234, 19.36597442626953, -1.26510488986969)",0.6869567632675171,piece_255
"(0.26653459668159485, 20.184274673461914, -6.6970648765563965)","(0.26653459668159485, 20.184274673461914, -6.6970648765563965)",0.8559283018112183,piece_256
"(-3.0380001068115234, 26.4764347076416, -2.691606044769287)","(-3.0380001068115234, 26.4764347076416, -2.691606044769287)",1.8137203454971313,piece_257
"(-2.550424575805664, 6.241296768188477, 1.11753249168396)","(-2.550424575805664, 6.241296768188477, 1.11753249168396)",1.3043262958526611,piece_258
"(-3.0380001068115234, 20.038246154785156, 1.2155349254608154)","(-3.0380001068115234, 20.038246154785156, 1.2155349254608154)",1.3818552494049072,piece_259
"(-3.0380001068115234, 8.470949172973633, 1.6744122505187988)","(-3.0380001068115234, 8.470949172973633, 1.6744122505187988)",1.5687916278839111,piece_260
"(3.0380001068115234, 12.209156036376953, -0.7781795263290405)","(3.0380001068115234, 12.209156036376953, -0.7781795263290405)",1.8722333908081055,piece_261
"(2.540170431137085, 6.490241050720215, 5.904389381408691)","(2.540170431137085, 6.490241050720215, 5.904389381408691)",0.7449759840965271,piece_262
"(3.0380001068115234, 16.22483253479004, -3.6415271759033203)","(3.0380001068115234, 16.22483253479004, -3.6415271759033203)",1.0281448364257812,piece_263
"(-1.7410310506820679, 14.91178035736084, -2.98689341545105)","(-1.7410310506820679, 14.91178035736084, -2.98689341545105)",1.7103760242462158,piece_264
"(-3.0380001068115234, 11.929622650146484, 0.27780821919441223)","(-3.0380001068115234, 11.929622650146484, 0.27780821919441223)",1.1833856105804443,piece_265
"(-3.0380001068115234, 16.16600227355957, 2.6662790775299072)","(-3.0380001068115234, 16.16600227355957, 2.6662790775299072)",1.7347403764724731,piece_266
"(-3.0380001068115234, 13.39777660369873, -1.6846797466278076)","(-3.0380001068115234, 13.39777660369873, -1.6846797466278076)",1.3026096820831299,piece_267
"(-2.448786735534668, 5.726081848144531, 3.156959295272827)","(-2.448786735534668, 5.726081848144531, 3.156959295272827)",1.0679636001586914,piece_268
"(-3.0380001068115234, 20.391687393188477, -4.277158260345459)","(-3.0380001068115234, 20.391687393188477, -4.277158260345459)",0.9236529469490051,piece_269
"(-1.476331353187561, 17.57966423034668, -4.821476936340332)","(-1.476331353187561, 17.57966423034668, -4.821476936340332)",1.3168129920959473,piece_270
"(1.5230604410171509, 10.88156509399414, -1.5855458974838257)","(1.5230604410171509, 10.88156509399414, -1.5855458974838257)",1.0622608661651611,piece_271
"(-1.6067957878112793, 11.08999252319336, 6.69010066986084)","(-1.6067957878112793, 11.08999252319336, 6.69010066986084)",1.5540719032287598,piece_272
"(-3.0380001068115234, 12.24492073059082, 3.231497287750244)","(-3.0380001068115234, 12.24492073059082, 3.231497287750244)",0.6285218596458435,piece_273
"(-3.0380001068115234, 13.038509368896484, 0.5459803938865662)","(-3.0380001068115234, 13.038509368896484, 0.5459803938865662)",1.1484720706939697,piece_274
"(-1.0013889074325562, 13.037315368652344, -2.241400957107544)","(-1.0013889074325562, 13.037315368652344, -2.241400957107544)",1.4939424991607666,piece_275
"(-3.0380001068115234, 19.20207977294922, -3.3808505535125732)","(-3.0380001068115234, 19.20207977294922, -3.3808505535125732)",0.7904756665229797,piece_276
"(-3.0380001068115234, 6.291024208068848, 3.1553726196289062)","(-3.0380001068115234, 6.291024208068848, 3.1553726196289062)",1.0043318271636963,piece_277
"(3.0380001068115234, 15.1155424118042, 1.8939141035079956)","(3.0380001068115234, 15.1155424118042, 1.8939141035079956)",1.2765049934387207,piece_278
"(2.823869466781616, 7.833808422088623, 6.666361331939697)","(2.823869466781616, 7.833808422088623, 6.666361331939697)",1.194272756576538,piece_279
"(-3.0380001068115234, 7.643438339233398, 5.266875267028809)","(-3.0380001068115234, 7.643438339233398, 5.266875267028809)",1.217810034751892,piece_280
"(-3.0380001068115234, 21.07872200012207, -2.2729532718658447)","(-3.0380001068115234, 21.07872200012207, -2.2729532718658447)",1.6533043384552002,piece_281
"(-3.0380001068115234, 7.685605525970459, -0.20825104415416718)","(-3.0380001068115234, 7.685605525970459, -0.20825104415416718)",0.7415174245834351,piece_282
"(1.2713655233383179, 16.524877548217773, -4.2189459800720215)","(1.2713655233383179, 16.524877548217773, -4.2189459800720215)",1.3610341548919678,piece_283
"(-3.027064323425293, 18.59703826904297, 2.823619842529297)","(-3.027064323425293, 18.59703826904297, 2.823619842529297)",1.6219218969345093,piece_284
"(2.5460503101348877, 14.616107940673828, 3.9087483882904053)","(2.5460503101348877, 14.616107940673828, 3.9087483882904053)",0.7104623317718506,piece_285
"(-2.5382838249206543, 18.234373092651367, -4.904829978942871)","(-2.5382838249206543, 18.234373092651367, -4.904829978942871)",1.5529775619506836,piece_286
"(0.7798735499382019, 18.355762481689453, -5.823058605194092)","(0.7798735499382019, 18.355762481689453, -5.823058605194092)",0.7779398560523987,piece_287
"(-3.0380001068115234, 7.341375827789307, 2.6102137565612793)","(-3.0380001068115234, 7.341375827789307, 2.6102137565612793)",0.6883460283279419,piece_288
"(-3.0380001068115234, 14.136651992797852, -1.6217858791351318)","(-3.0380001068115234, 14.136651992797852, -1.6217858791351318)",1.1945748329162598,piece_289
"(-2.9763681888580322, 9.82917594909668, 7.409124374389648)","(-2.9763681888580322, 9.82917594909668, 7.409124374389648)",1.6058441400527954,piece_290
"(3.0380001068115234, 6.280539035797119, 3.8355305194854736)","(3.0380001068115234, 6.280539035797119, 3.8355305194854736)",0.983487606048584,piece_291
"(-0.25813522934913635, 23.95996856689453, -0.5283927321434021)","(-0.25813522934913635, 23.95996856689453, -0.5283927321434021)",1.1353917121887207,piece_292
"(3.0380001068115234, 14.290277481079102, 0.7117411494255066)","(3.0380001068115234, 14.290277481079102, 0.7117411494255066)",0.9241576194763184,piece_293
"(0.09050486981868744, 19.8166446685791, -6.159000396728516)","(0.09050486981868744, 19.8166446685791, -6.159000396728516)",1.168895959854126,piece_294
"(-3.0380001068115234, 10.74724292755127, 1.7622429132461548)","(-3.0380001068115234, 10.74724292755127, 1.7622429132461548)",1.7604836225509644,piece_295
"(-3.0380001068115234, 13.020395278930664, 1.5780324935913086)","(-3.0380001068115234, 13.020395278930664, 1.5780324935913086)",1.2989094257354736,piece_296
"(-3.0380001068115234, 18.062355041503906, -3.876699924468994)","(-3.0380001068115234, 18.062355041503906, -3.876699924468994)",1.3368403911590576,piece_297
"(2.2439050674438477, 21.617298126220703, -6.6399149894714355)","(2.2439050674438477, 21.617298126220703, -6.6399149894714355)",1.5901561975479126,piece_298
"(-0.04840456694364548, 7.074051856994629, -0.046621330082416534)","(-0.04840456694364548, 7.074051856994629, -0.046621330082416534)",0.6449780464172363,piece_299
"(2.648050546646118, 19.357311248779297, 1.4443247318267822)","(2.648050546646118, 19.357311248779297, 1.4443247318267822)",0.7329236268997192,piece_300
"(-3.0380001068115234, 22.473552703857422, -7.016389846801758)","(-3.0380001068115234, 22.473552703857422, -7.016389846801758)",1.1587722301483154,piece_301
"(3.0380001068115234, 15.128445625305176, -2.50191330909729)","(3.0380001068115234, 15.128445625305176, -2.50191330909729)",1.9606404304504395,piece_302
"(1.5086930990219116, 7.06313943862915, 4.780440807342529)","(1.5086930990219116, 7.06313943862915, 4.780440807342529)",1.2987781763076782,piece_303
"(1.6149219274520874, 18.835651397705078, -5.829875469207764)","(1.6149219274520874, 18.835651397705078, -5.829875469207764)",1.0002758502960205,piece_304
"(0.6643298268318176, 10.877580642700195, -1.4330253601074219)","(0.6643298268318176, 10.877580642700195, -1.4330253601074219)",1.1987009048461914,piece_305
"(1.6179590225219727, 13.483792304992676, 4.869363307952881)","(1.6179590225219727, 13.483792304992676, 4.869363307952881)",1.0425515174865723,piece_306
"(3.0380001068115234, 15.714203834533691, -1.4376344680786133)","(3.0380001068115234, 15.714203834533691, -1.4376344680786133)",1.2017691135406494,piece_307
"(-3.0380001068115234, 11.738065719604492, -1.0256022214889526)","(-3.0380001068115234, 11.738065719604492, -1.0256022214889526)",1.1166608333587646,piece_308
"(1.0386704206466675, 7.014931678771973, 0.1320895254611969)","(1.0386704206466675, 7.014931678771973, 0.1320895254611969)",0.7789181470870972,piece_309
"(-3.0380001068115234, 9.611668586730957, -0.13100892305374146)","(-3.0380001068115234, 9.611668586730957, -0.13100892305374146)",0.7613785266876221,piece_310
"(-3.0380001068115234, 25.99843406677246, -4.348979949951172)","(-3.0380001068115234, 25.99843406677246, -4.348979949951172)",1.921584129333496,piece_311
"(0.5455355644226074, 15.830768585205078, -4.660815238952637)","(0.5455355644226074, 15.830768585205078, -4.660815238952637)",0.6297270059585571,piece_312
"(-2.5641324520111084, 12.27375602722168, 5.925685405731201)","(-2.5641324520111084, 12.27375602722168, 5.925685405731201)",1.4244369268417358,piece_313
"(1.0136884450912476, 7.466570854187012, 3.552849292755127)","(1.0136884450912476, 7.466570854187012, 3.552849292755127)",1.7977933883666992,piece_314
"(-3.0380001068115234, 22.313859939575195, -5.387954235076904)","(-3.0380001068115234, 22.313859939575195, -5.387954235076904)",1.0676233768463135,piece_315
"(-3.0380001068115234, 8.146928787231445, 1.657259464263916)","(-3.0380001068115234, 8.146928787231445, 1.657259464263916)",0.9688682556152344,piece_316
"(-3.0380001068115234, 8.652565956115723, 6.7300801277160645)","(-3.0380001068115234, 8.652565956115723, 6.7300801277160645)",0.694280207157135,piece_317
"(2.413001537322998, 25.930295944213867, -2.9087915420532227)","(2.413001537322998, 25.930295944213867, -2.9087915420532227)",1.4682681560516357,piece_318
"(0.8899168372154236, 11.185333251953125, 6.148962497711182)","(0.8899168372154236, 11.185333251953125, 6.148962497711182)",1.108655333518982,piece_319
"(3.0380001068115234, 15.160276412963867, -2.5820231437683105)","(3.0380001068115234, 15.160276412963867, -2.5820231437683105)",0.7328648567199707,piece_320
"(0.08447820693254471, 24.946063995361328, -1.5315805673599243)","(0.08447820693254471, 24.946063995361328, -1.5315805673599243)",0.6950616240501404,piece_321
"(1.5752482414245605, 6.363682746887207, 6.134580135345459)","(1.5752482414245605, 6.363682746887207, 6.134580135345459)",0.6271610260009766,piece_322
"(-3.0380001068115234, 9.206777572631836, 6.930550575256348)","(-3.0380001068115234, 9.206777572631836, 6.930550575256348)",1.5629932880401611,piece_323
"(-1.7642334699630737, 8.906210899353027, -0.34468916058540344)","(-1.7642334699630737, 8.906210899353027, -0.34468916058540344)",1.247084617614746,piece_324
"(-0.9866856336593628, 15.448819160461426, -4.26603889465332)","(-0.9866856336593628, 15.448819160461426, -4.26603889465332)",0.8059119582176208,piece_325
"(3.0380001068115234, 21.647024154663086, -6.104069232940674)","(3.0380001068115234, 21.647024154663086, -6.104069232940674)",1.4931690692901611,piece_326
"(-0.9770402908325195, 22.65212631225586, -7.329346656799316)","(-0.9770402908325195, 22.65212631225586, -7.329346656799316)",1.457610845565796,piece_327
"(0.04783181473612785, 14.844518661499023, 4.355710029602051)","(0.04783181473612785, 14.844518661499023, 4.355710029602051)",1.2246276140213013,piece_328
"(0.1401800662279129, 7.908757209777832, 7.603523254394531)","(0.1401800662279129, 7.908757209777832, 7.603523254394531)",0.8676806688308716,piece_329
"(2.540942907333374, 21.397363662719727, -6.139919281005859)","(2.540942907333374, 21.397363662719727, -6.139919281005859)",1.9389255046844482,piece_330
"(-3.0380001068115234, 5.35038948059082, 1.7190920114517212)","(-3.0380001068115234, 5.35038948059082, 1.7190920114517212)",0.6080589294433594,piece_331
"(3.0380001068115234, 23.59724998474121, -2.9955389499664307)","(3.0380001068115234, 23.59724998474121, -2.9955389499664307)",1.4590600728988647,piece_332
"(-1.5764836072921753, 10.542317390441895, -0.764888346195221)","(-1.5764836072921753, 10.542317390441895, -0.764888346195221)",1.6450581550598145,piece_333
"(-3.0380001068115234, 9.279623985290527, 0.7965365052223206)","(-3.0380001068115234, 9.279623985290527, 0.7965365052223206)",1.4024507999420166,piece_334
"(-2.002392292022705, 12.225968360900879, -2.442939519882202)","(-2.002392292022705, 12.225968360900879, -2.442939519882202)",0.9247891902923584,piece_335
"(-0.01696709543466568, 22.5727481842041, -7.408560752868652)","(-0.01696709543466568, 22.5727481842041, -7.408560752868652)",1.3479630947113037,piece_336
"(-1.125970482826233, 7.091013431549072, 0.05037091672420502)","(-1.125970482826233, 7.091013431549072, 0.05037091672420502)",0.7410279512405396,piece_337
"(-3.0380001068115234, 8.241506576538086, 3.4911983013153076)","(-3.0380001068115234, 8.241506576538086, 3.4911983013153076)",1.0769951343536377,piece_338
"(2.402780055999756, 15.328465461730957, -3.2026402950286865)","(2.402780055999756, 15.328465461730957, -3.2026402950286865)",1.7131129503250122,piece_339
"(-1.7480286359786987, 20.456947326660156, -5.896562099456787)","(-1.7480286359786987, 20.456947326660156, -5.896562099456787)",1.7118350267410278,piece_340
"(-1.7880347967147827, 16.430801391601562, 3.0826282501220703)","(-1.7880347967147827, 16.430801391601562, 3.0826282501220703)",0.8253039121627808,piece_341
"(1.0763890743255615, 12.453330993652344, 5.711058139801025)","(1.0763890743255615, 12.453330993652344, 5.711058139801025)",1.3152801990509033,piece_342
"(-3.0380001068115234, 14.677075386047363, -2.4707107543945312)","(-3.0380001068115234, 14.677075386047363, -2.4707107543945312)",0.608396053314209,piece_343
"(-0.3422141671180725, 13.517581939697266, 5.644859313964844)","(-0.3422141671180725, 13.517581939697266, 5.644859313964844)",1.76202392578125,piece_344
"(-3.0380001068115234, 12.858115196228027, 4.412181377410889)","(-3.0380001068115234, 12.858115196228027, 4.412181377410889)",1.3997886180877686,piece_345
"(-2.253458023071289, 8.887884140014648, 5.521530628204346)","(-2.253458023071289, 8.887884140014648, 5.521530628204346)",1.982427954673767,piece_346
"(-2.731746196746826, 7.508298873901367, 4.054298400878906)","(-2.731746196746826, 7.508298873901367, 4.054298400878906)",1.6922986507415771,piece_347
"(1.9657970666885376, 6.2508368492126465, 4.124456882476807)","(1.9657970666885376, 6.2508368492126465, 4.124456882476807)",1.0759670734405518,piece_348
"(-3.0380001068115234, 16.14868927001953, 2.538682460784912)","(-3.0380001068115234, 16.14868927001953, 2.538682460784912)",0.8885655403137207,piece_349
"(3.0380001068115234, 14.408865928649902, -1.0401264429092407)","(3.0380001068115234, 14.408865928649902, -1.0401264429092407)",1.3655688762664795,piece_350
"(-0.7401488423347473, 18.800792694091797, -5.850208282470703)","(-0.7401488423347473, 18.800792694091797, -5.850208282470703)",0.9652341604232788,piece_351
"(3.0380001068115234, 25.764875411987305, -0.8027291893959045)","(3.0380001068115234, 25.764875411987305, -0.8027291893959045)",1.8786519765853882,piece_352
"(3.0380001068115234, 11.97105598449707, 0.9888230562210083)","(3.0380001068115234, 11.97105598449707, 0.9888230562210083)",1.190091609954834,piece_353
"(-0.7452420592308044, 8.591163635253906, 7.251643657684326)","(-0.7452420592308044, 8.591163635253906, 7.251643657684326)",1.4085938930511475,piece_354
"(3.0380001068115234, 18.781618118286133, -2.2896225452423096)","(3.0380001068115234, 18.781618118286133, -2.2896225452423096)",0.9583739042282104,piece_355
"(-3.0380001068115234, 14.341995239257812, 0.6291643381118774)","(-3.0380001068115234, 14.341995239257812, 0.6291643381118774)",1.2052741050720215,piece_356
"(3.0380001068115234, 19.539546966552734, -1.0451934337615967)","(3.0380001068115234, 19.539546966552734, -1.0451934337615967)",1.1903623342514038,piece_357
"(2.5692267417907715, 18.81714630126953, 2.082016944885254)","(2.5692267417907715, 18.81714630126953, 2.082016944885254)",1.0540953874588013,piece_358
"(3.0380001068115234, 10.497169494628906, 1.178115963935852)","(3.0380001068115234, 10.497169494628906, 1.178115963935852)",0.8701632022857666,piece_359
"(-1.9484845399856567, 4.365427017211914, 2.2653777599334717)","(-1.9484845399856567, 4.365427017211914, 2.2653777599334717)",0.6429330706596375,piece_360
"(-2.187753915786743, 16.75674057006836, -4.445183753967285)","(-2.187753915786743, 16.75674057006836, -4.445183753967285)",1.266245722770691,piece_361
"(1.2566044330596924, 21.23349380493164, -6.3154754638671875)","(1.2566044330596924, 21.23349380493164, -6.3154754638671875)",1.7016613483428955,piece_362
"(-2.876814603805542, 21.095916748046875, -7.33616304397583)","(-2.876814603805542, 21.095916748046875, -7.33616304397583)",0.7103755474090576,piece_363
"(-0.2962374985218048, 6.396265506744385, 6.288785934448242)","(-0.2962374985218048, 6.396265506744385, 6.288785934448242)",0.6041243076324463,piece_364
"(-1.5619784593582153, 8.81025218963623, 7.469924449920654)","(-1.5619784593582153, 8.81025218963623, 7.469924449920654)",1.1757886409759521,piece_365
"(-2.526732921600342, 19.95529556274414, 1.8084936141967773)","(-2.526732921600342, 19.95529556274414, 1.8084936141967773)",1.347982406616211,piece_366
"(3.0380001068115234, 11.106666564941406, 4.4845476150512695)","(3.0380001068115234, 11.106666564941406, 4.4845476150512695)",1.1631426811218262,piece_367
"(3.0380001068115234, 17.87860870361328, 2.0777759552001953)","(3.0380001068115234, 17.87860870361328, 2.0777759552001953)",1.1035079956054688,piece_368
"(3.0380001068115234, 19.324901580810547, 1.279595971107483)","(3.0380001068115234, 19.324901580810547, 1.279595971107483)",1.0709713697433472,piece_369
"(-2.7026662826538086, 9.815149307250977, -0.6593599319458008)","(-2.7026662826538086, 9.815149307250977, -0.6593599319458008)",1.3945029973983765,piece_370
"(-1.968831181526184, 18.78131675720215, -5.302758693695068)","(-1.968831181526184, 18.78131675720215, -5.302758693695068)",1.4525011777877808,piece_371
"(3.0380001068115234, 10.578441619873047, 1.1995877027511597)","(3.0380001068115234, 10.578441619873047, 1.1995877027511597)",1.364837408065796,piece_372
